Date,Company,return1,10dayrollingstddev,return30,ratio_pe,ratio_pcf,ratio_de,ratio_roe,ratio_roa,industry,retlag1,retlag2,retlag3,retlag4,retlag5,retlag6,retlag7,retlag8,retlag9,retlag10,pcflag1,pcflag2
2021/07/01,AMZN,0.022720652,0.010754247,0.066612813,4.025562852,2.88E-08,5.559577677,0.277217346,0.172519268,Consumer Discretionary,0.007518797,0.011761971,0.005674081,0.019245198,-0.002199874,0.01465798,0.007258117,0.015036002,0.015114288,-0.017430947,1.88E-10,1.02E-07
2021/07/01,ANET,0.006053935,0.006014862,0.085164835,10.88023952,-0.000000417,-173.9693832,4.385915642,0.182351932,Information Technology,0.004868738,0.003409091,0.005070123,-0.009980376,5.42E-05,0.008420569,-0.008064516,0.005124309,0.001827438,0.004876189,2.28E-07,1.19E-07
2021/07/01,AVGO,-0.002981261,0.011502842,0.002775998,7.093655589,1.83E-08,14.80138029,1.376183358,0.337452711,Information Technology,0.014031805,0.001605476,-0.000944109,-0.001295248,0.005740123,-0.000960869,-0.019252626,0.013267576,0.022000238,-0.003955942,3.08E-08,1.32E-06
2021/07/01,AXP,0.009344675,0.011230992,0.019418661,44.28116711,1.96E-08,5.041906327,2.537386007,0.047333871,Financials,-0.000308833,0.008489565,-0.002211751,-0.020516717,0.004823373,0.004550206,-0.019598988,0.004207815,0.012334734,0.006297134,-0.000000212,-0.000000598
2021/07/01,BA,-0.012722646,0.011830642,-0.058885879,-11.48132184,-0.000000138,-36.50921659,-2.691470197,-0.104955525,Industrials,0.003674912,0.031329382,-0.002743719,-0.002651738,0.009625963,0.009197988,-0.013464756,0.009479051,0.001559454,-0.001071811,6.12E-10,1.09E-07
2021/07/01,BAC,-0.009388541,0.009846501,-0.032152842,22.09574468,1.90E-10,1.201143886,-6.857928144,-0.014114228,Financials,-0.004227358,-0.007823667,-0.003018146,-0.001417323,-0.002853576,0.016180917,-0.003025245,0.00278715,0.014328603,-0.017148014,2.03E-07,-1.96E-08
2021/07/01,BLK,0.016377967,0.009386702,0.002645653,27.36476813,2.29E-07,1.894132986,2.320699679,0.091682436,Financials,0.018120045,-0.006265001,-0.014951577,-0.000162703,0.007189922,0.004988914,0.003908072,-0.007296417,-0.007528406,-0.000967586,8.37E-07,1.41E-08
2021/07/01,BSX,0.012915129,0.008963768,0.010016306,-542,3.12E-08,27.3313672,-37.6625,-0.011951001,Health Care,0.005188341,0.001701002,-0.0000683,0.002072506,0.004178827,0.00129934,-0.007671146,-0.002792646,0.013005218,-0.02087261,4.95E-08,2.15E-06
2021/07/01,BX,0.005560704,0.02439912,0.050746592,64.74,-0.000000211,-12.483801,0.627371359,0.88531546,Financials,0.012802525,0.009444873,0.015515904,-0.008914693,0.005141703,0.073099954,-0.002736446,0.010965998,0.001892307,-0.016970618,9.23E-09,2.66E-07
2021/07/01,C,-0.008449514,0.014369612,-0.109704112,14.98101266,6.14E-10,2.348274789,14.68603286,0.006031618,Financials,0.032512315,0.010833118,0.003397341,-0.010555707,0.010097699,0.00106008,-0.009784581,0.007655378,-0.011266094,-0.014627957,-2.98E-08,-0.000000012
2021/07/01,CAT,0.004845185,0.012167743,-0.107307629,39.33030853,2.02E-07,35.32210212,3.019327916,0.115370971,Industrials,-0.002881189,-0.009266438,-0.006308153,0.028080844,0.001171294,0.003191378,0.005631949,-0.002959774,0.023088023,0.005117596,1.02E-07,1.59E-08
2021/07/01,CB,-0.002780868,0.013703907,-0.056388128,20.69309463,8.52E-07,78.67368421,-11.66456901,-0.026711497,Financials,0.00290662,0.010578969,0.01060454,0.001851509,-0.001287001,0.017301592,-0.0080063,0.023782696,-0.002017756,-0.024794062,1.19E-07,1.65E-08
2021/07/01,CI,-0.001133026,0.007177374,-0.075209562,10.2848511,4.97E-08,7.914862857,-1.008585797,0.293283931,Health Care,0.008301887,0.011536624,0.012600229,0.00449171,-0.0000701,-0.001039612,0.001983664,0.018450185,0.007839362,-0.005,1.33E-06,5.45E-08
2021/07/01,CMCSA,0.011601732,0.014714839,0.01404741,25.10869565,9.35E-09,6.139494688,0.034633941,-2.21887211,Communication,0.014034753,0.028265852,-0.003874717,-0.001157055,-0.011804095,0.000385869,-0.000885089,0.021093969,0.015717599,-0.017362394,-0.000000602,4.22E-08
2021/07/01,COP,-0.00206743,0.008525474,0.079114467,-25.05179283,-3.07E-08,-18.53245612,-2.133757962,-0.260235372,Energy,0.004479601,0.013690564,0.001789524,0.001817592,0.011330845,-0.003187505,0.017512233,0.024959305,0.007876998,0.003563366,1.10E-07,2.71E-08
2021/07/01,COST,0.011177857,0.013657497,0.043095471,43.59447514,1.01E-07,1.966863601,0.60275989,0.193278805,Consumer Staples,0.0143464,-0.005554674,-0.01270007,0.018971732,0.004745763,0.004800349,-0.010255026,0.008847288,0.024807713,-0.013887295,-1.93E-08,3.44E-08
2021/07/01,CRM,0.01314393,0.013505017,0.037171888,54.68303571,1.20E-07,1.312195122,9.145054945,0.020786697,Information Technology,0.008476987,0.018544362,0.009055627,-0.001104566,-0.007212371,0.010320191,0.0077041,-0.014961585,0.025257172,-0.015171918,1.41E-08,1.12E-07
2021/07/01,CSCO,0.001871257,0.013946652,0.015583428,20.16603774,1.34E-06,365,1.339353891,0.312578891,Information Technology,0.013429613,0.002042484,0.009107648,0.016063975,0.012968646,0.014091068,0.004679952,0.001501092,0.006633166,-0.03202107,2.18E-06,6.67E-07
2021/07/01,CVX,-0.001318143,0.006709023,-0.004125645,-35.88175676,-0.00000061,-147.5632184,-0.522608346,-0.285796457,Energy,0.001485884,0.015744385,6.10E-05,-0.008687343,-0.003900056,0.005334087,0.007636943,0.004819888,0.007218045,0.002715547,2.78E-07,-4.94E-08
2021/07/01,DE,-0.005052358,0.011399308,-0.028304215,40.39794755,1.10E-07,11.79600052,-0.547546531,-0.314818021,Industrials,0.003920999,0.007145311,-0.001231128,-0.005078401,-0.001279079,0.019741838,0.008999471,0.000375742,-0.006785396,-0.023615554,-1.22E-08,5.85E-10
2021/07/01,DHR,0.006686014,0.012421142,0.110109702,54.77062374,-1.96E-08,-1.527995965,1.512644765,0.306549775,Health Care,0.008378551,-0.010748899,0.009123068,0.00285477,0.011219689,-0.006407635,-0.007371632,0.003699789,0.024208566,-0.017877095,1.57E-08,1.48E-06
2021/07/01,DIS,-0.000846215,0.011618805,-0.008834713,-112.1898734,1.42E-08,4.690615249,-0.282315341,-0.866467876,Communication,-0.011962164,-0.002503053,-0.007371913,0.026203921,0.011000524,0.010375629,0.008210181,-0.004975936,0.011577028,-0.003131524,1.70E-08,1.45E-07
2021/07/01,ETN,0.008190717,0.02011355,0.02652266,42.78347578,2.21E-06,118.4852941,1.888316151,0.190237525,Industrials,0.008310076,-0.001172982,0.002347337,-0.031426991,0.015158475,0.003756574,-0.01314893,-0.001597444,0.041672634,-0.020556414,5.53E-08,2.75E-07
2021/07/01,GE,-0.008902077,0.007384033,-0.047349823,185.9310345,2.79E-07,98.02567875,-5.225040388,-0.07001312,Industrials,0.005789834,0.004328476,0.005038997,-0.005722399,-0.006261952,0.003398764,-0.014137844,0.008360705,-0.003987061,-0.007426761,4.27E-08,1.73E-07
2021/07/01,GILD,0.002459135,0.012857705,0.05832823,691.3,-1.23E-08,-5.413560525,1.129697863,0.254501125,Health Care,0.001705437,0.009082652,-0.017496777,-0.009525334,0.01799454,0.007869885,-0.001427284,-0.000467928,0.022548693,-0.011949471,2.73E-08,2.31E-07
2021/07/01,GOOG,0.018596186,0.009017799,0.040167915,2.136432798,1.59E-08,1.922806577,2.849359596,0.236517189,Communication,-0.002315639,-0.00304428,0.005123958,-0.005368647,0.013446762,-0.004609475,-0.000315956,-0.007045455,0.018908634,0.010898652,3.36E-08,4.86E-08
2021/07/01,GS,-0.002213392,0.011906869,-0.01948018,15.03568565,1.68E-08,1.701468321,-17.94846196,-0.004595641,Financials,0.001795296,0.004641664,0.007465686,-0.004404145,0.017391808,0.011400651,-0.007050336,0.007930071,0.009773124,-0.024407141,1.13E-07,-0.0000013
2021/07/01,HD,0.003607638,0.049088894,0.016534412,26.83973289,5.58E-08,6.030892051,0.290567896,0.641851319,Consumer Discretionary,0.008481488,-0.00437373,0.000870322,-0.007918552,0.155314371,0.005661029,0.0005,-0.003299423,0.02430172,0,6.72E-07,1.07E-07
2021/07/01,HON,0.003172876,0.010746261,-0.052929813,32.49189985,4.29E-08,3.655058366,1.49334664,0.213380657,Industrials,0.007405609,0.000653965,-0.003115669,0.01396121,-0.012824461,0.003585147,0.003257329,0.013821752,0.002259208,-0.02008305,-4.96E-08,9.06E-08
2021/07/01,IBM,-0.04644511,0.011548516,0.018378528,23.38216561,2.74E-08,7.076280111,-0.151822299,0.118396528,Information Technology,0.00990099,0.013202292,0.006465169,0.016457394,-0.00937012,0.000677048,-0.007902326,0.010863036,0.006634416,-0.019445839,5.89E-10,-0.000000226
2021/07/01,INTC,0.013390466,0.016227157,-0.015468448,11.24698795,3.35E-08,21.7839617,0.95003801,0.501132299,Information Technology,-0.038462725,-0.001184346,0.014321698,0.017465475,0.009261641,0.008112094,-0.008926528,0.011588958,-0.003994802,-0.001413784,1.62E-06,1.49E-07
2021/07/01,INTU,0.013420222,0.007756467,0.119431906,70.25035765,1.13E-07,0.471346375,5.577694236,0.1,Information Technology,-0.002772131,-0.001672318,0.004553734,0.011307796,0.007971014,0.001238441,-0.002592758,-0.005184929,0.01660567,-0.007495154,1.45E-07,-4.34E-08
2021/07/01,ISRG,0.011547792,0.017647156,0.109336874,34.12251656,6.78E-07,83.21109382,5.392169937,0.158438854,Health Care,0.006018679,-0.007907609,0.033523375,-0.012892776,0.005079975,-0.010194903,0.00537931,0.015405947,-0.031790744,-0.002707581,2.74E-07,3.73E-09
2021/07/01,JNJ,0.018197156,0.011045243,0.002597716,29.68872987,-0.00000005,-11.42648725,0.530035764,0.321974354,Health Care,0.007014639,0.002691323,0.009973206,0.013174554,-0.00535851,0.017709563,0.00148998,0.017888163,0.022343786,-0.012559703,1.74E-07,1.21E-07
2021/07/01,JPM,-0.006684492,0.020782322,-0.054019874,17.66929134,5.95E-10,0.143708709,-4.866806373,-0.016951759,Financials,0.004942514,-0.003292115,-0.005396978,0.050446663,0.014283566,0.027651944,-0.0075026,0.001098448,0.012569247,-0.024304744,2.30E-07,2.03E-07
2021/07/01,KLAC,0.000256624,0.013134877,-0.01263738,23.10896961,1.56E-06,17.09665286,1.5221737,0.414387506,Information Technology,0.009537557,-0.001844757,-0.01423819,0.000509814,0.012122479,0.002886836,-0.000380604,0.004639026,0.028062901,-0.018514485,4.88E-08,1.72E-07
2021/07/01,KO,0.004077094,0.014455787,-0.023878437,29.97777778,1.45E-07,108.8739946,0.515616317,0.467619543,Consumer Staples,-0.027093899,0.007252947,0.000881751,0.007748223,0.006019626,0.003854428,-0.004517026,0.004997045,0.01696975,-0.025649298,-0.00000131,1.67E-07
2021/07/01,LIN,0.003163251,0.008743504,-0.037782042,61.22947368,2.76E-07,12.24193548,-1.000305167,0.25770239,Materials,0.015393465,0.011584289,0.023562615,0.004302985,0.00010098,0.006859652,-0.00075861,0.019326683,-0.000798509,0.01410394,1.06E-07,9.89E-08
2021/07/01,LLY,0.012244192,0.006861663,0.164852333,33.89002933,1.75E-07,12.38913307,0.688875365,0.414033822,Health Care,0.005541365,-0.001842299,0.011626854,0.003591585,-0.001957657,0.018373875,0.003677292,0.001557515,0.010211394,0.014232673,9.06E-08,6.13E-07
2021/07/01,LMT,0.003340171,0.012830749,-0.004451194,15.58278689,2.31E-07,7.393074119,0.629916705,0.446072866,Industrials,0.01611214,0.024719643,0.002001001,0.00296472,0.011203967,0.025821421,-0.005417638,0.006804285,0.036646707,0.010060727,-0.000000227,-1.99E-09
2021/07/01,LOW,-0.00056174,0.017828513,0.02069325,25.2020592,4.93E-08,9.546033637,0.37275837,0.432097107,Consumer Discretionary,0.011799829,-0.010799136,-0.005095541,0.004956118,-0.001496834,-0.004759366,0.052717653,0.010230179,0.009098979,0.015324444,1.51E-07,-1.03E-08
2021/07/01,LRCX,-0.002574755,0.01306846,-0.024605571,23.25753123,-0.00000127,-9.955060171,1.812690386,0.384644194,Information Technology,0.002828854,-0.009915651,-0.007450856,-0.003114754,0.009375837,0.004886562,-0.005025663,0.006870946,0.036258278,0.003111795,-0.000000044,6.32E-08
2021/07/01,MA,0.011653314,0.011204564,0.030351038,57.9234375,1.07E-07,10.99592396,0.372307211,1.021092498,Financials,0.003599084,-0.009361975,-0.000680087,-0.003735864,0.005314075,0.016853933,0.029765545,0.006233351,0.012698413,0.012084592,3.90E-09,5.48E-08
2021/07/01,MCD,0.005855255,0.011625211,-0.004158806,36.57795276,9.11E-08,14.6632165,0.004174426,2.378962857,Consumer Discretionary,0.002583979,-0.016183605,-0.000511247,0.01503814,-0.017640614,0.002712441,-0.007850711,-0.000354673,-0.000261483,0.018506998,4.18E-07,8.24E-08
2021/07/01,MDT,0.00554983,0.019671235,0.01073804,47.06343284,-0.000000231,-69.3527197,3.130909902,0.198864644,Health Care,-0.057307602,-0.001497753,-0.006798699,-0.014258469,0.002869789,0.003930221,0.00054797,0.006007394,-0.004307251,0.01386878,2.07E-07,1.13E-08
2021/07/01,MMC,-0.000210763,0.016866737,0.025430444,35.7638191,1.52E-07,12.1124197,0.127125305,1.542383925,Financials,0.012418122,-0.003329065,0.0114045,-0.018565498,0.006159379,0.035410765,-0.006718598,0.00461843,0.000350189,-0.024335499,1.67E-07,-0.000000645
2021/07/01,MRK,0.007821516,0.010456855,0.037376962,27.95340502,-4.41E-08,-21.44484888,0.049709931,0.31663305,Health Care,0.010090684,-0.012298355,-0.001397796,-0.007077141,0.003473428,0.013487372,-0.005298182,0.019172392,0.01478805,0.006535948,1.65E-07,-0.000000248
2021/07/01,MS,0.000108672,0.009641499,-0.000977093,14.04885496,3.92E-09,9.086913938,-14.64381935,-0.006312482,Financials,0.022719917,0.008370764,-0.007398399,-0.006776904,0.008361953,0.006137399,-0.007147774,-0.002089864,-0.002924155,0.006768444,1.00E-07,2.35E-07
2021/07/01,MSFT,0.022275405,0.010924139,0.0978173,33.44827586,4.19E-07,89.73148148,1.369486241,0.379141677,Information Technology,-0.007970157,0.001534527,0.020755797,0.018812507,-0.005026647,0.008367884,-0.00532198,-0.006102877,0.001628747,-0.009463722,6.10E-07,-2.72E-08
2021/07/01,MU,0.002746224,0.007056759,-0.048009507,33.10330579,1.95E-07,14.98053528,3.772893773,0.167158363,Information Technology,0.0105,0.003943452,0.006043855,-0.003783102,-0.001785714,-0.002920907,0.009646302,-0.001081471,0.002931229,0.018185826,-1.99E-09,9.41E-07
2021/07/01,NEE,0.001213101,0.011019149,0.028702163,49.79194631,1.69E-07,86.61172985,-0.6055336,1.829062708,Utilities,0.021839671,-0.002336449,-0.007872165,-0.010038023,-0.0116941,0.010195079,-0.007880911,0.000140027,0.011986923,0.002373247,-1.03E-08,2.71E-08
2021/07/01,NFLX,0.00082468,0.015271799,0.069047047,85.23003195,1.67E-07,6.840848942,0.42653691,0.469728159,Communication,-0.000970246,-0.015808975,0.000267284,-0.003807546,-0.002332856,0.00664735,0.007367926,-0.002622712,-0.001373626,0.042549156,6.19E-08,6.74E-08
2021/07/01,NKE,0.011012658,0.014846309,0.174633856,43.40659341,1.03E-07,6.108371188,2.49467047,0.253356662,Consumer Discretionary,0.00020247,0.011946089,-0.000818777,-0.015400563,0.017906336,0.023570819,-0.002169035,-0.000244394,-0.004220512,0.033410575,5.52E-08,2.93E-09
2021/07/01,NOW,0.012216373,0.010086995,0.161988192,893.7213115,6.05E-07,42.08375461,3.94592257,0.043978317,Information Technology,0.010214505,0.002173608,0.007845856,0.024813845,0.015243062,0.005350455,0.006491228,-0.007927232,0.014881297,0.025012893,8.24E-08,5.40E-07
2021/07/01,NVDA,0.013854527,0.013425158,0.242927429,2.878917379,-2.01E-09,-0.692904767,2.676522507,0.282279664,Information Technology,0.002297488,0.023004506,-0.00053554,-0.002064125,0.012816405,0.027752502,0.007758932,0.01543765,-0.013964061,0.024358334,-2.29E-08,3.32E-07
2021/07/01,ORCL,0.028664823,0.009100989,-0.000377027,17.03211991,-1.05E-08,-4.99880586,21.36053745,0.026457086,Information Technology,0.006414825,0.010303174,0.000307267,0.025049116,-0.002377487,0.0070609,0.020511026,0.0028715,-0.000215239,0.013482101,-0.000000651,-0.000000187
2021/07/01,PANW,0.005746196,0.008898588,0.028638029,19.87108223,6.19E-08,1.544598588,-13.61731844,-0.03489823,Information Technology,0.003764745,-0.004097266,-0.004169562,0.017856194,0.004571622,0.004046063,0.007018094,-0.005001876,-0.002425713,0.020024901,-0.000000244,-1.19E-08
2021/07/01,PEP,0.004790823,0.010887544,0.003861004,28.83268482,5.52E-08,16.29210134,-0.036805556,0.438241816,Consumer Staples,0.007870043,-0.005599563,0.00315837,-0.011985308,0.012503907,-0.002248707,0.020839699,-0.008964405,-0.00611546,0.012424198,2.36E-07,9.17E-09
2021/07/01,PFE,0.00429727,0.010824765,0.027532468,22.86705202,8.33E-08,8.421052632,1.220088035,0.213790743,Health Care,-0.0149024,-0.001412123,0.006216591,-0.008618348,0.000177399,-0.015339027,0.004353839,-0.000456439,0.005534591,0.020827348,-2.79E-08,6.38E-08
2021/07/01,PG,0.004880213,0.013105717,0.017760385,23.76801406,-2.29E-08,-6.437457606,-0.558267541,0.778918193,Consumer Staples,0.028789344,-0.000316625,-0.000344732,-0.009671442,0.026560425,0.009131603,0.020369004,0.000658689,0.004063813,0.019357733,9.68E-07,1.62E-08
2021/07/01,PGR,0.001315257,0.011236732,-0.004732655,10.1791967,-0.000000655,-251.397864,-1.947544769,-0.136489721,Financials,0.010666979,-0.002726156,-0.01154332,-0.001848159,0.011831727,0.01063246,0.027201145,0.004736276,0.005275229,0.019442169,2.71E-08,1.80E-08
2021/07/01,PLD,0.008751459,0.007671595,0.001251773,59.3960396,-0.000000244,-34.33198918,1.487715409,0.435500718,Real Estate,0.01430999,0.00418702,0.007048504,-0.013610315,0.00216987,0.002421056,0.009383771,0.009240122,0.001017191,0.010051137,6.72E-08,2.86E-07
2021/07/01,PM,0.004104515,0.015919766,0.032134739,19.35852713,2.38E-07,90.32366113,0.160867329,0.542899684,Consumer Staples,0.010438127,0.010794603,-0.006847975,0.017906761,0.012546015,0.003711686,-0.000264931,-0.000861432,0.007450694,0.050756127,2.91E-09,-1.18E-08
2021/07/01,QCOM,0.012642045,0.008956705,0.051216963,30.74235808,-2.74E-08,-2.966874513,1.574260592,0.337761218,Information Technology,0.00478625,-0.007417755,-0.008369452,-0.003547357,0.000177022,0.006527948,-0.015640162,0.005754316,-0.000375217,0.015542953,5.43E-07,6.76E-08
2021/07/01,REGN,0.01569733,0.011386105,0.141863561,17.59938744,9.96E-07,65.74685905,0.324615721,2.230843422,Health Care,0.004263613,-0.001103524,-0.002190481,-0.012721,0.026437189,-0.014971792,-0.00296215,0.000763218,0.001823555,0.007002224,3.32E-07,2.28E-07
2021/07/01,RTX,0.005567154,0.00881984,-0.031127093,-33.28957529,2.74E-08,10.04645243,-0.150725798,-1.151443194,Industrials,0.011434952,-0.001542394,0.011596745,-0.003248159,-0.002579244,-0.005574913,0.007285194,-0.000912617,-0.001987483,0.021317457,-0.000000186,3.05E-07
2021/07/01,SBUX,0.013755401,0.014198122,0.000617611,143.556962,6.81E-08,9.559274169,0.096153828,0.612297719,Consumer Discretionary,0.011466296,-0.003007051,0.007945662,-0.025518095,0.015767864,0.007179913,0.013191182,0.011889036,0.006110335,0.029311851,-1.19E-08,2.81E-08
2021/07/01,SCHW,-0.010466223,0.012794063,-0.014335477,34.5399061,2.94E-09,0.545651043,2.897885327,0.035236473,Financials,0.006822901,-0.012608353,-0.005257305,0.011500223,0.017356555,0.009047889,0.028739171,0.0100058,0.005624483,0.027084537,9.30E-09,6.90E-08
2021/07/01,SNPS,0.007397784,0.011428734,0.091757939,62.97954545,5.46E-07,74.75901269,0.660003128,0.243267246,Information Technology,0.010030329,0.00587792,-0.006051976,-0.00619469,-0.003698824,-0.013801102,0.015671642,0.003096702,0.013908997,0.021870257,6.37E-08,2.87E-09
2021/07/01,SPGI,0.005895197,0.014586306,0.103732662,42.45108136,3.33E-07,30.69250621,0.663809787,0.604041416,Financials,0.00352137,0.005854105,-0.021838829,0.013050994,0.035244878,-0.003521127,0.002218576,0.001067035,-0.00560373,0.008989676,1.62E-08,3.71E-10
2021/07/01,SYK,0.010354016,0.013233309,0.027014348,61.66666667,-0.000000188,-27.2137286,2.098965362,0.229009993,Health Care,-0.002648188,0.001734021,-0.00564849,0.00860837,0.017052091,-0.016804935,-0.001826901,-0.013050294,0.001504325,0.027143473,1.77E-08,4.55E-09
2021/07/01,T,0.004122295,0.017186542,-0.007162347,-38.81333333,-0.000000012,-64.00371134,0.082456313,-2.665337238,Communication,-0.007592304,-0.009027336,-0.006189494,0.003311821,0.000659304,0.007371738,0.000401687,-0.037306958,0.00330033,0.032081377,2.87E-07,4.94E-08
2021/07/01,TJX,0.005450796,0.010687923,0.010269385,848.5,9.36E-09,5.230510082,55.29355948,0.005671332,Consumer Discretionary,0.009377494,0.024646814,0.00462114,0.004866037,0.019696856,-0.008740073,0.023977028,-0.000493502,0.012489641,0.011109443,-1.16E-08,-1.31E-08
2021/07/01,TMO,0.007438227,0.008383037,0.139862643,31.66749534,6.44E-08,2.746398787,5.039917741,0.105303134,Health Care,0.011112776,0.003402579,0.003027605,0.005034837,0.012465455,0.019348518,0.025960054,-0.000535468,0.016946571,0.00708768,6.75E-08,-3.57E-09
2021/07/01,TMUS,0.006536397,0.010689196,0.025688073,54.23134328,1.63E-08,7.960268607,-0.062298609,-1.466395608,Communication,0.016459783,0.011163206,-0.01092057,0.006596212,0.00165636,0.007713238,0.010721675,-0.005223973,-0.002701615,0.024969183,2.29E-07,4.03E-08
2021/07/01,TSLA,0.001460371,0.013240623,0.086550945,305.3648649,1.77E-08,0.661921151,6.253259779,0.074634128,Consumer Discretionary,0.010818868,0.027091982,-0.005532503,0.028020211,0.022933795,0.008922443,0.007899369,-0.009387908,-0.001468121,0.016489871,3.09E-07,1.30E-07
2021/07/01,TXN,0.007178789,0.012994463,0.00973545,31.54380165,2.85E-07,10.14925373,1.331693247,0.575642153,Information Technology,0.005688136,0.007345896,-0.008650021,-0.001564816,-0.027559752,-0.010740815,0.010454218,-0.001221805,-0.012130402,0.016470588,2.80E-08,3.23E-07
2021/07/01,UBER,0.022138763,0.015371669,-0.007650059,-13.10621762,-1.17E-08,-1.828980818,0.281065809,1.086231624,Industrials,0.002876556,0.002263435,0.004434072,0.003679311,-0.03389967,0.003224902,0.010368664,0.016515639,-0.004454343,0.024664617,7.03E-08,4.21E-07
2021/07/01,UNH,0.011040036,0.007127939,-0.00449941,24.94701171,6.82E-08,6.39082508,-0.834724392,0.417085521,Health Care,0.004640371,0.014382102,0.005060217,0.001277658,-0.001441615,-0.01381417,0.000255122,0.006029059,0.004270125,0.003592599,2.86E-09,7.68E-07
2021/07/01,UNP,0.005233728,0.00373378,-0.006576901,28.29746835,2.32E-07,27.78482328,0.002726582,3.568377055,Industrials,0.002649592,0.010609851,0.003382187,0.002535553,0.005388831,0.006761787,0.007980483,0.01054755,-0.000028,0.009505703,3.67E-10,6.07E-08
2021/07/01,UPS,0.006231567,0.018360527,-0.014393549,135.6258065,3.13E-07,36.41666667,-0.063735042,-2.483570394,Industrials,-0.01212508,0.017673598,0.049262735,0.009306261,-0.017460317,0.009924607,0.000379075,0.011062102,0.016612484,0.017238437,4.64E-09,7.16E-07
2021/07/01,V,0.014799064,0.005812863,0.037594317,37.81713326,2.82E-08,2.886437223,0.692367426,0.686241306,Financials,0.002853519,-0.001553856,0.005320465,-0.00321641,0.007102993,0.006421691,0.008186694,-0.006139678,-0.002361111,0.011482899,4.95E-08,1.06E-06
2021/07/01,VRTX,-0.008258741,0.012800909,-0.035579721,19.36877395,7.05E-08,13.22655806,2.190199875,0.351181225,Health Care,0.019596416,-0.017367565,-0.009714432,-0.017502917,-0.00055905,-0.001303144,0.008253055,-0.005965697,-0.001977497,0.016968632,-1.32E-08,9.63E-07
